heart_rate,rr_mean,rr_std,sdnn,rmssd,beat_variance,label,record
75.3,796.8,44.22,44.22,64.65,1955.2,0,100
77.48,774.4,29.2,29.2,46.86,852.8,0,100
75.15,798.4,31.57,31.57,34.23,996.8,0,100
77.65,772.67,21.82,21.82,21.61,476.27,0,100
76.79,781.33,44.08,44.08,48.73,1943.47,0,100
76.77,781.6,46.18,46.18,41.67,2132.8,0,100
77.64,772.8,44.85,44.85,82.34,2011.2,0,100
77.08,778.4,35.05,35.05,47.75,1228.8,0,100
78.88,760.67,15.27,15.27,20.94,233.07,0,100
76.37,785.6,29.2,29.2,40.94,852.8,0,100
77.24,776.8,28.48,28.48,42.47,811.2,0,100
78.12,768.0,39.09,39.09,58.58,1528.0,0,100
76.53,784.0,36.49,36.49,41.53,1331.2,0,100
78.06,768.67,43.19,43.19,66.02,1865.07,0,100
76.14,788.0,44.81,44.81,41.62,2008.0,0,100
77.32,776.0,41.57,41.57,50.16,1728.0,0,100
76.84,780.8,50.94,50.94,49.07,2595.2,0,100
75.63,793.33,46.9,46.9,83.66,2199.47,0,100
78.06,768.67,41.06,41.06,58.05,1685.87,0,100
76.3,786.4,41.14,41.14,54.18,1692.8,0,100
79.53,754.4,14.59,14.59,19.49,212.8,0,100
77.45,774.67,24.35,24.35,33.94,593.07,0,100
80.14,748.67,38.57,38.57,54.08,1487.47,0,100
81.79,733.6,33.78,33.78,52.65,1140.8,0,100
83.1,722.0,24.23,24.23,41.95,587.2,0,100
86.37,694.67,30.22,30.22,49.02,913.07,0,100
81.67,734.67,47.98,47.98,64.4,2301.87,0,100
81.52,736.0,32.59,32.59,48.4,1062.4,0,100
78.37,765.6,39.05,39.05,48.21,1524.8,0,100
76.86,780.67,47.49,47.49,70.43,2255.47,0,100
78.53,764.0,46.72,46.72,82.73,2182.4,0,100
76.22,787.2,22.52,22.52,27.64,507.2,0,100
77.8,771.2,54.07,54.07,95.81,2923.2,0,100
75.53,794.4,54.96,54.96,101.31,3020.8,0,100
75.91,790.4,42.29,42.29,56.89,1788.8,0,100
75.38,796.0,30.57,30.57,25.49,934.4,0,100
74.26,808.0,27.86,27.86,40.35,776.0,0,100
75.83,791.2,39.84,39.84,52.69,1587.2,0,100
74.7,803.2,43.3,43.3,60.53,1875.2,0,100
76.61,783.2,10.35,10.35,19.29,107.2,0,100
75.38,796.0,26.98,26.98,37.58,728.0,0,100
78.19,767.33,46.19,46.19,64.15,2133.87,0,100
82.87,724.0,31.7,31.7,59.09,1004.8,0,100
81.08,740.0,35.6,35.6,60.66,1267.2,0,100
81.82,733.33,41.16,41.16,61.84,1693.87,0,100
78.95,760.0,26.08,26.08,40.15,680.0,0,100
78.95,760.0,33.66,33.66,45.92,1132.8,0,100
76.86,780.67,41.21,41.21,44.83,1698.67,0,100
75.53,794.4,26.32,26.32,31.62,692.8,0,100
76.06,788.8,18.63,18.63,19.8,347.2,0,100
73.46,816.8,13.97,13.97,20.59,195.2,0,100
74.93,800.8,31.29,31.29,48.87,979.2,0,100
75.0,800.0,37.09,37.09,44.77,1376.0,0,100
74.48,805.6,26.32,26.32,38.26,692.8,0,100
75.5,794.67,25.76,25.76,35.24,663.47,0,100
75.6,793.6,54.23,54.23,61.77,2940.8,0,100
78.21,767.2,48.28,48.28,77.3,2331.2,0,100
74.4,806.4,37.16,37.16,64.59,1380.8,0,100
75.3,796.8,29.04,29.04,35.21,843.2,0,100
75.68,792.8,51.95,51.95,48.91,2699.2,0,100
73.6,815.2,43.3,43.3,58.92,1875.2,0,100
77.45,774.67,36.01,36.01,51.07,1297.07,0,100
75.08,799.2,49.99,49.99,65.64,2499.2,0,100
76.45,784.8,48.94,48.94,58.58,2395.2,0,100
75.76,792.0,70.26,70.26,85.91,4936.0,0,100
78.04,768.8,118.03,118.03,118.24,13931.2,1,100
75.6,793.6,130.43,130.43,205.97,17012.8,1,100
74.44,806.0,37.16,37.16,48.86,1380.8,0,100
77.19,777.33,18.7,18.7,28.62,349.87,0,100
75.6,793.6,35.84,35.84,53.74,1284.8,0,100
76.37,785.6,48.46,48.46,77.49,2348.8,0,100
76.45,784.8,52.41,52.41,55.06,2747.2,0,100
74.4,806.4,32.2,32.2,55.32,1036.8,0,100
76.86,780.67,37.3,37.3,34.83,1391.47,0,100
75.76,792.0,57.52,57.52,54.64,3308.8,0,100
75.68,792.8,22.52,22.52,31.37,507.2,0,100
75.6,793.6,43.41,43.41,65.79,1884.8,0,100
73.1,820.8,51.41,51.41,92.39,2643.2,0,100
75.15,798.4,48.55,48.55,67.29,2356.8,0,100
72.96,822.4,19.92,19.92,29.8,396.8,0,100
76.45,784.8,29.85,29.85,38.63,891.2,0,100
74.63,804.0,39.9,39.9,32.37,1592.0,0,100
75.44,795.33,47.56,47.56,74.92,2261.87,0,100
76.45,784.8,62.57,62.57,106.24,3915.2,0,100
73.46,816.8,66.72,66.72,85.84,4451.2,0,100
76.92,780.0,47.41,47.41,75.66,2248.0,0,100
73.24,819.2,36.49,36.49,59.36,1331.2,0,100
74.4,806.4,46.78,46.78,72.36,2188.8,0,100
74.7,803.2,58.68,58.68,73.92,3443.2,0,100
74.33,807.2,46.25,46.25,72.53,2139.2,0,100
76.86,780.67,38.32,38.32,64.05,1468.27,0,100
73.24,819.2,41.12,41.12,57.52,1691.2,0,100
75.38,796.0,46.99,46.99,57.34,2208.0,0,100
76.14,788.0,32.25,32.25,53.85,1040.0,0,100
80.21,748.0,67.11,67.11,77.43,4504.0,1,100
74.93,800.8,106.07,106.07,157.48,11251.2,1,100
75.57,794.0,88.35,88.35,93.38,7806.4,1,100
76.99,779.33,78.36,78.36,135.56,6140.27,1,100
74.26,808.0,34.99,34.99,45.91,1224.0,0,100
75.6,793.6,55.18,55.18,66.3,3044.8,0,100
75.83,791.2,30.38,30.38,50.79,923.2,0,100
75.38,796.0,30.33,30.33,55.96,920.0,0,100
80.91,741.6,63.85,63.85,91.59,4076.8,1,100
74.44,806.0,130.69,130.69,194.21,17080.0,1,100
75.23,797.6,38.84,38.84,61.9,1508.8,0,100
73.39,817.6,38.32,38.32,30.59,1468.8,0,100
74.11,809.6,39.96,39.96,60.2,1596.8,0,100
75.38,796.0,45.61,45.61,64.19,2080.0,0,100
75.08,799.2,162.02,162.02,295.53,26251.2,1,100
74.33,807.2,159.46,159.46,169.56,25427.2,1,100
73.17,820.0,150.84,150.84,244.21,22752.0,1,100
73.17,820.0,49.23,49.23,75.74,2424.0,0,100
72.96,822.4,20.9,20.9,34.81,436.8,0,100
72.82,824.0,22.45,22.45,37.04,504.0,0,100
74.18,808.8,39.33,39.33,49.76,1547.2,0,100
71.36,840.8,42.09,42.09,58.82,1771.2,0,100
74.81,802.0,57.62,57.62,100.26,3320.0,0,100
73.6,815.2,65.02,65.02,77.61,4227.2,0,100
72.53,827.2,35.26,35.26,55.24,1243.2,0,100
72.89,823.2,23.22,23.22,31.62,539.2,0,100
72.82,824.0,38.26,38.26,53.44,1464.0,0,100
74.04,810.4,57.31,57.31,88.2,3284.8,0,100
71.29,841.6,26.47,26.47,42.94,700.8,0,100
73.67,814.4,31.82,31.82,52.69,1012.8,0,100
72.25,830.4,31.32,31.32,46.09,980.8,0,100
73.1,820.8,63.65,63.65,92.17,4051.2,0,100
75.23,797.6,47.38,47.38,57.24,2244.8,0,100
73.82,812.8,12.46,12.46,17.44,155.2,0,100
75.45,795.2,24.23,24.23,24.25,587.2,0,100
73.67,814.4,45.66,45.66,70.26,2084.8,0,100
74.18,808.8,46.6,46.6,57.93,2171.2,0,100
74.33,807.2,48.86,48.86,83.16,2387.2,0,100
71.91,834.4,30.54,30.54,39.9,932.8,0,100
74.69,803.33,41.98,41.98,66.24,1762.67,0,100
74.88,801.33,48.97,48.97,71.35,2397.87,0,100
74.85,801.6,16.88,16.88,26.98,284.8,0,100
74.11,809.6,26.02,26.02,33.05,676.8,0,100
75.68,792.8,13.68,13.68,14.28,187.2,0,100
75.3,796.8,27.63,27.63,40.35,763.2,0,100
74.11,809.6,36.51,36.51,46.78,1332.8,0,100
75.53,794.4,153.77,153.77,246.75,23644.8,1,100
73.67,814.4,153.85,153.85,231.72,23668.8,1,100
73.31,818.4,52.28,52.28,58.28,2732.8,0,100
74.7,803.2,44.49,44.49,78.26,1979.2,0,100
74.44,806.0,50.71,50.71,80.26,2571.2,0,100
76.92,780.0,123.21,123.21,207.38,15180.8,1,100
75.15,798.4,135.66,135.66,194.34,18404.8,1,100
75.08,799.2,49.1,49.1,60.53,2411.2,0,100
74.26,808.0,47.67,47.67,74.0,2272.0,0,100
73.31,818.4,25.08,25.08,26.15,628.8,0,100
74.7,803.2,56.1,56.1,62.61,3147.2,0,100
72.53,827.2,22.52,22.52,32.92,507.2,0,100
75.89,790.67,31.97,31.97,47.56,1021.87,0,100
74.44,806.0,27.33,27.33,40.75,747.2,0,100
75.68,792.8,54.36,54.36,72.19,2955.2,0,100
77.0,779.2,58.06,58.06,63.21,3371.2,0,100
74.7,803.2,27.91,27.91,51.42,779.2,0,100
77.64,772.8,56.24,56.24,72.42,3163.2,0,100
75.0,800.0,32.62,32.62,40.5,1064.0,0,100
76.4,785.33,36.19,36.19,53.55,1309.87,0,100
76.34,786.0,65.57,65.57,57.63,4299.2,0,100
74.26,808.0,62.29,62.29,73.48,3880.0,0,100
75.83,791.2,36.81,36.81,39.04,1355.2,0,100
72.39,828.8,16.35,16.35,26.08,267.2,0,100
74.55,804.8,32.42,32.42,43.27,1051.2,0,100
73.17,820.0,46.13,46.13,48.74,2128.0,0,100
74.48,805.6,74.76,74.76,102.08,5588.8,0,100
77.48,774.4,53.26,53.26,69.25,2836.8,0,100
75.25,797.33,49.75,49.75,65.16,2474.67,0,100
75.99,789.6,60.04,60.04,65.02,3604.8,0,100
72.67,825.6,50.25,50.25,79.92,2524.8,0,100
76.92,780.0,57.41,57.41,72.66,3296.0,0,100
77.72,772.0,60.07,60.07,65.05,3608.0,0,100
78.33,766.0,87.55,87.55,104.22,7665.6,1,100
77.0,779.2,86.92,86.92,141.9,7555.2,1,100
73.03,821.6,63.79,63.79,63.15,4068.8,0,100
76.3,786.4,24.75,24.75,38.52,612.8,0,100
74.18,808.8,5.22,5.22,7.75,27.2,0,100
75.76,792.0,40.89,40.89,64.34,1672.0,0,100
77.16,777.6,46.36,46.36,68.21,2148.8,0,100
74.04,810.4,33.42,33.42,43.54,1116.8,0,100
76.92,780.0,33.59,33.59,57.38,1128.0,0,100
73.53,816.0,37.84,37.84,40.1,1432.0,0,100
75.19,798.0,41.16,41.16,71.8,1694.4,0,100
73.6,815.2,25.2,25.2,39.7,635.2,0,100
74.7,803.2,40.44,40.44,45.3,1635.2,0,100
76.06,788.8,52.72,52.72,80.47,2779.2,0,100
72.32,829.6,49.69,49.69,91.52,2468.8,0,100
75.38,796.0,51.61,51.61,80.5,2664.0,0,100
72.12,832.0,62.93,62.93,102.18,3960.0,0,100
73.82,812.8,50.86,50.86,46.78,2587.2,0,100
75.53,794.4,36.18,36.18,39.5,1308.8,0,100
73.82,812.8,43.4,43.4,61.87,1883.2,0,100
75.91,790.4,59.24,59.24,105.2,3508.8,0,100
74.44,806.0,36.11,36.11,37.57,1304.0,0,100
75.3,796.8,37.03,37.03,67.97,1371.2,0,100
75.0,800.0,138.01,138.01,211.09,19048.0,1,100
74.78,802.4,126.38,126.38,184.86,15972.8,1,100
75.38,796.0,56.85,56.85,97.16,3232.0,0,100
74.18,808.8,46.94,46.94,67.05,2203.2,0,100
75.45,795.2,35.37,35.37,58.69,1251.2,0,100
73.03,821.6,33.89,33.89,45.17,1148.8,0,100
72.89,823.2,29.31,29.31,50.52,859.2,0,100
74.04,810.4,24.43,24.43,40.55,596.8,0,100
74.44,806.0,26.74,26.74,32.84,715.2,0,100
76.3,786.4,21.28,21.28,39.8,452.8,0,100
74.55,804.8,42.93,42.93,68.38,1843.2,0,100
75.6,793.6,64.04,64.04,82.29,4100.8,0,100
74.7,803.2,54.58,54.58,91.35,2979.2,0,100
74.85,801.6,26.77,26.77,29.26,716.8,0,100
75.15,798.4,35.62,35.62,66.24,1268.8,0,100
74.04,810.4,19.31,19.31,20.59,372.8,0,100
75.15,798.4,31.57,31.57,34.53,996.8,0,100
72.89,823.2,35.49,35.49,33.65,1259.2,0,100
74.33,807.2,42.84,42.84,67.35,1835.2,0,100
75.82,791.33,49.99,49.99,76.44,2498.67,0,100
75.08,799.2,62.7,62.7,66.27,3931.2,0,100
77.32,776.0,44.81,44.81,79.97,2008.0,0,100
74.48,805.6,36.07,36.07,48.29,1300.8,0,100
75.08,799.2,50.55,50.55,70.71,2555.2,0,100
76.69,782.4,44.77,44.77,51.88,2004.8,0,100
75.38,796.0,49.15,49.15,77.61,2416.0,0,100
75.76,792.0,36.92,36.92,48.73,1363.2,0,100
77.32,776.0,93.72,93.72,106.0,8784.0,1,100
80.65,744.0,110.45,110.45,177.01,12200.0,1,100
73.82,812.8,127.73,127.73,203.2,16315.2,1,100
74.04,810.4,63.09,63.09,63.44,3980.8,0,100
75.68,792.8,49.51,49.51,43.54,2451.2,0,100
72.6,826.4,36.62,36.62,50.79,1340.8,0,100
75.08,799.2,46.94,46.94,73.95,2203.2,0,100
74.18,808.8,43.76,43.76,55.21,1915.2,0,100
74.5,805.33,32.95,32.95,48.63,1085.87,0,100
74.44,806.0,54.24,54.24,75.15,2942.4,0,100
73.53,816.0,29.93,29.93,33.47,896.0,0,100
74.4,806.4,43.14,43.14,57.2,1860.8,0,100
72.05,832.8,27.33,27.33,50.71,747.2,0,100
75.76,792.0,27.57,27.57,24.41,760.0,0,100
75.68,792.8,188.86,188.86,315.61,35667.2,1,100
69.9,858.4,100.5,100.5,91.87,10100.8,1,100
81.61,735.2,115.53,115.53,132.44,13347.2,1,100
